Дата,Номер,Документ,Код,Номенклатура,Ед.,Склад,Количество
21.02.2026 11:23:25,20000018871,Расходная накладная 20000018871 от 21.02.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,52
21.02.2026 11:23:25,20000018871,Расходная накладная 20000018871 от 21.02.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,6
21.02.2026 11:23:25,20000018871,Расходная накладная 20000018871 от 21.02.2026,300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,Алматы,1
21.02.2026 11:24:44,20000018866,Расходная накладная 20000018866 от 21.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,95
21.02.2026 11:24:44,20000018866,Расходная накладная 20000018866 от 21.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,25
21.02.2026 11:30:39,20000018860,Расходная накладная 20000018860 от 21.02.2026,030200223_,Распределительная  коробка о/у  с сальниками  70х70х40 IP55 IMT35090 Systeme Electric (96),шт,Алматы,20
21.02.2026 11:31:07,20000018837,Расходная накладная 20000018837 от 21.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,20
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200821_,"G038 Рамка 1-ная ""ARTGALLERY"" шампань GAL0501 (20)    ",шт,Алматы,10
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200824_,"G041 Рамка 4-ная ""ARTGALLERY"" шампань GAL0504 (5)    ",шт,Алматы,1
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200826_,"G043 Переключ. 2 кл механизм ""ARTGALLERY"" шампань GAL0565 (10)    ",шт,Алматы,1
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200835_,"G052 Выкл. 2 кл 10А механизм ""ARTGALLERY"" лотос GAL1351 (5)   ",шт,Алматы,1
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200842_,"G059 Роз. с з/к 16А механизм ""ARTGALLERY"" лотос GAL1343 (5)   ",шт,Алматы,2
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200846_,"G063 Рамка 1-ная ""ARTGALLERY"" лотос GAL1301 (10)    ",шт,Алматы,3
21.02.2026 11:39:48,20000018879,Расходная накладная 20000018879 от 21.02.2026,300200851_,"G068 Переключ. 2 кл механизм ""ARTGALLERY"" лотос GAL1365 (5)    ",шт,Алматы,1
21.02.2026 11:53:26,20000018888,Расходная накладная 20000018888 от 21.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,20
21.02.2026 11:53:26,20000018888,Расходная накладная 20000018888 от 21.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,20
21.02.2026 11:53:26,20000018888,Расходная накладная 20000018888 от 21.02.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,20
21.02.2026 11:59:00,20000018899,Расходная накладная 20000018899 от 21.02.2026,300200343_,"K067 Роз. с з/к 16А с/у б/рамки ""ATLAS"" КАРБОН ATN1043 (5) ",шт,Алматы,14
21.02.2026 11:59:00,20000018899,Расходная накладная 20000018899 от 21.02.2026,020100158_,"K0688 Выкл 1 кл 10А механизм ""ATLAS"" КАРБОН ATN1011 (5)",шт,Алматы,5
21.02.2026 11:59:00,20000018899,Расходная накладная 20000018899 от 21.02.2026,020100160_,"K0700 Выкл 2 кл 10А механизм ""ATLAS"" КАРБОН ATN1051 (5)",шт,Алматы,1
21.02.2026 12:05:46,20000018902,Расходная накладная 20000018902 от 21.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,5
21.02.2026 12:05:46,20000018902,Расходная накладная 20000018902 от 21.02.2026,030200203_,Соединитель коробок IMT35150/IMT351501 Systeme Electric (900),шт,Алматы,6
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200371_,"G384 Выкл 1 кл 10А с/у ""ATLAS"" жемчуг ATN412 (10)",шт,Алматы,4
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200375_,"G386 Выкл 2 кл 10А с/у ""ATLAS"" жемчуг ATN452 (10)",шт,Алматы,3
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200368_,"G390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" жемчуг ATN483 (10)",шт,Алматы,3
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200373_,"G395 Роз. 2-ная с/у 16А с з/к з/ш ""ATLAS"" жемчуг ATN426 (6)",шт,Алматы,5
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200365_,"G398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" жемчуг ATN443 (10)",шт,Алматы,27
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200376_,"G405 Рамка 1-ная ""ATLAS"" жемчуг  ATN401 (20)",шт,Алматы,7
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200377_,"G406 Рамка 2-ная ""ATLAS"" жемчуг ATN402 (10)",шт,Алматы,1
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200378_,"G407 Рамка 3-ная ""ATLAS"" жемчуг ATN403 (15)",шт,Алматы,3
21.02.2026 12:09:10,20000018906,Расходная накладная 20000018906 от 21.02.2026,300200379_,"G408 Рамка 4-ная ""ATLAS"" жемчуг ATN404 (15)",шт,Алматы,3
21.02.2026 12:10:02,20000018903,Расходная накладная 20000018903 от 21.02.2026,300200472_,"K074 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" КАРБОН ATN1083 (5) ",шт,Алматы,5
21.02.2026 12:10:02,20000018903,Расходная накладная 20000018903 от 21.02.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,20
21.02.2026 12:10:02,20000018903,Расходная накладная 20000018903 от 21.02.2026,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,20
21.02.2026 12:10:02,20000018903,Расходная накладная 20000018903 от 21.02.2026,300200700_,"S4000 Роз. с з/к 16А с/у з/ш с крышкой б/рамки""ATLAS"" белый  ATN146 (15)",шт,Алматы,15
21.02.2026 12:10:02,20000018903,Расходная накладная 20000018903 от 21.02.2026,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,45
21.02.2026 12:10:02,20000018903,Расходная накладная 20000018903 от 21.02.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,30
21.02.2026 12:16:40,20000018908,Расходная накладная 20000018908 от 21.02.2026,030200223_,Распределительная  коробка о/у  с сальниками  70х70х40 IP55 IMT35090 Systeme Electric (96),шт,Алматы,1
21.02.2026 12:20:49,20000018911,Расходная накладная 20000018911 от 21.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,25
21.02.2026 12:20:49,20000018911,Расходная накладная 20000018911 от 21.02.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,10
21.02.2026 12:21:58,20000018907,Расходная накладная 20000018907 от 21.02.2026,300200323_,"S426 Роз  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010111 (72)",шт,Алматы,1
21.02.2026 12:38:39,20000018920,Расходная накладная 20000018920 от 21.02.2026,300200560_,"K041 Рамка 3-ная ""ATLAS"" ШАМПАНЬ ATN503 (15) ",шт,Алматы,4
21.02.2026 12:41:35,20000018921,Расходная накладная 20000018921 от 21.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,1
21.02.2026 12:42:30,20000018922,Расходная накладная 20000018922 от 21.02.2026,300200542_,"K023 Роз. с з/к 16А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN543 (10) ",шт,Алматы,12
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300201153_,"B006 Роз. 3-ная о/у с  з/к без ш/т 16А 250В ""BLANCA"" антрацит BLNRA010316 (5)",шт,Алматы,1
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200968_,"B009 Роз. о/у с з/к без ш/т 16А 250В ""BLANCA"" антрацит BLNRA010116 (12)",шт,Алматы,2
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200343_,"K067 Роз. с з/к 16А с/у б/рамки ""ATLAS"" КАРБОН ATN1043 (5) ",шт,Алматы,46
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,020100158_,"K0688 Выкл 1 кл 10А механизм ""ATLAS"" КАРБОН ATN1011 (5)",шт,Алматы,4
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,020100160_,"K0700 Выкл 2 кл 10А механизм ""ATLAS"" КАРБОН ATN1051 (5)",шт,Алматы,3
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200472_,"K074 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" КАРБОН ATN1083 (5) ",шт,Алматы,2
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200462_,"K075 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" КАРБОН ATN1061 (5) ",шт,Алматы,2
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200772_,"K0777 Перекрест. перекл. 2 кл 10А с/у б/рамки мех. ""ATLAS"" КАРБОН ATN1073   (5) NEW",шт,Алматы,2
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200463_,"K084 Рамка 1-ая ""ATLAS"" КАРБОН ATN1001 (10) ",шт,Алматы,14
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200464_,"K085 Рамка 2-ая ""ATLAS"" КАРБОН ATN1002 (5) ",шт,Алматы,14
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200465_,"K086 Рамка 3-ая ""ATLAS"" КАРБОН ATN1003 (15) ",шт,Алматы,4
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200466_,"K087 Рамка 4-ая ""ATLAS"" КАРБОН ATN1004 ",шт,Алматы,1
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200467_,"K088 Рамка 5-ая ""ATLAS"" КАРБОН ATN1005 ",шт,Алматы,1
21.02.2026 13:01:58,20000018929,Расходная накладная 20000018929 от 21.02.2026,300200519_,"K089 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" КАРБОН ATN1065 (5) ",шт,Алматы,4
23.02.2026 6:40:13,20000018939,Расходная накладная 20000018939 от 23.02.2026,300200316_,"S417 Роз  2-ная  с/у без з/к 16А 250В ""BLANCA""  белый BLNRS000021 (36)",шт,Алматы,1
23.02.2026 6:51:43,20000019011,Расходная накладная 20000019011 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,6
23.02.2026 9:20:13,20000019054,Расходная накладная 20000019054 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,400
23.02.2026 9:28:34,20000019062,Расходная накладная 20000019062 от 23.02.2026,300200810_,"G027 Роз. с з/к механизм 16A ""ARTGALLERY"" шампань GAL0543 (10)   ",шт,Алматы,12
23.02.2026 9:28:34,20000019062,Расходная накладная 20000019062 от 23.02.2026,300200812_,"G029 Выкл. 1 кл 10А ""ARTGALLERY"" шампань GAL0511 (10)   ",шт,Алматы,7
23.02.2026 9:28:34,20000019062,Расходная накладная 20000019062 от 23.02.2026,300200821_,"G038 Рамка 1-ная ""ARTGALLERY"" шампань GAL0501 (20)    ",шт,Алматы,8
23.02.2026 9:28:34,20000019062,Расходная накладная 20000019062 от 23.02.2026,300200823_,"G040 Рамка 3-ная ""ARTGALLERY"" шампань GAL0503 (5)    ",шт,Алматы,2
23.02.2026 9:28:34,20000019062,Расходная накладная 20000019062 от 23.02.2026,300200857_,"G074 Выкл. 1 кл 10А ""ARTGALLERY"" карбон GAL1011 (5)   ",шт,Алматы,2
23.02.2026 9:28:34,20000019062,Расходная накладная 20000019062 от 23.02.2026,300200868_,"G085 Рамка 1-ная ""ARTGALLERY"" карбон GAL1001 (10)    ",шт,Алматы,4
23.02.2026 9:33:20,20000019053,Расходная накладная 20000019053 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,20
23.02.2026 9:33:20,20000019053,Расходная накладная 20000019053 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,80
23.02.2026 9:34:43,20000019068,Расходная накладная 20000019068 от 23.02.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,1
23.02.2026 9:34:43,20000019068,Расходная накладная 20000019068 от 23.02.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,7
23.02.2026 9:34:43,20000019068,Расходная накладная 20000019068 от 23.02.2026,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,3
23.02.2026 9:34:43,20000019068,Расходная накладная 20000019068 от 23.02.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,2
23.02.2026 9:34:43,20000019068,Расходная накладная 20000019068 от 23.02.2026,300200498_,"S414 Переключ. 2 кл 10А с/у б/рамки ""ATLAS"" белый ATN165 (20)",шт,Алматы,1
23.02.2026 9:35:56,20000019075,Расходная накладная 20000019075 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,400
23.02.2026 9:44:44,20000019096,Расходная накладная 20000019096 от 23.02.2026,300200744_,К113 Роз. з/к з/ш о/у IP54 16А 250В Atlas Profi 54 БЕЛЫЙ ATN540145 (12),шт,Алматы,25
23.02.2026 9:50:11,20000019100,Расходная накладная 20000019100 от 23.02.2026,010400448_,City 9 ЩРН-П 36 Прозрач./дв. Systeme Electric,шт,Алматы,1
23.02.2026 9:58:51,20000019116,Расходная накладная 20000019116 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,210
23.02.2026 10:02:05,20000019095,Расходная накладная 20000019095 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,200
23.02.2026 10:02:05,20000019095,Расходная накладная 20000019095 от 23.02.2026,030200223_,Распределительная  коробка о/у  с сальниками  70х70х40 IP55 IMT35090 Systeme Electric (96),шт,Алматы,50
23.02.2026 10:02:05,20000019095,Расходная накладная 20000019095 от 23.02.2026,030200227_,Распределительная  коробка о/у  с сальниками  80х40 IP55 IMT35094 Systeme Electric (96),шт,Алматы,50
23.02.2026 10:02:05,20000019095,Расходная накладная 20000019095 от 23.02.2026,030200225_,Распределительная  коробка о/у  с сальниками  85х85х40 IP55 IMT35092 Systeme Electric (72),шт,Алматы,50
23.02.2026 10:02:05,20000019095,Расходная накладная 20000019095 от 23.02.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,50
23.02.2026 10:02:15,20000019066,Расходная накладная 20000019066 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,75
23.02.2026 10:02:15,20000019066,Расходная накладная 20000019066 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,15
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,7
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,5
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200289_,"S391 Переключ. 1 кл 10А с/у б/рамки ""ATLAS"" белый ATN161 (20)",шт,Алматы,2
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,38
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200700_,"S4000 Роз. с з/к 16А с/у з/ш с крышкой б/рамки""ATLAS"" белый  ATN146 (15)",шт,Алматы,3
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200303_,"S405 Рамка 1-ная ""ATLAS"" белый (45) ATN101",шт,Алматы,10
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,12
23.02.2026 10:12:39,20000019137,Расходная накладная 20000019137 от 23.02.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,8
23.02.2026 10:19:37,20000019089,Расходная накладная 20000019089 от 23.02.2026,300200832_,"G049 Роз. с з/к с/ш с крышкой 16А механизм IP20 ""ARTGALLERY"" шампань GAL0546 (10) ",шт,Алматы,3
23.02.2026 10:21:19,20000019148,Расходная накладная 20000019148 от 23.02.2026,280300174_, Распределительная коробка с/у для твердых стен  70х40 IP30 IMT35120 Systeme Electric (175),шт,Алматы,2
23.02.2026 10:21:19,20000019148,Расходная накладная 20000019148 от 23.02.2026,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,2
23.02.2026 10:39:00,20000019167,Расходная накладная 20000019167 от 23.02.2026,300200773_,"K0322 Перекрест. перекл. 2 кл 10А с/у б/рамки ""ATLAS"" ШАМПАНЬ ATN573 (5) NEW",шт,Алматы,4
23.02.2026 10:49:08,20000019183,Расходная накладная 20000019183 от 23.02.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,1
23.02.2026 10:49:08,20000019183,Расходная накладная 20000019183 от 23.02.2026,300200305_,"S407 Рамка 3-ная ""ATLAS"" белый (15) ATN103",шт,Алматы,1
23.02.2026 10:49:08,20000019183,Расходная накладная 20000019183 от 23.02.2026,300200306_,"S408 Рамка 4-ная ""ATLAS"" белый (15) ATN104",шт,Алматы,2
23.02.2026 10:50:23,20000019181,Расходная накладная 20000019181 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,6
23.02.2026 10:50:23,20000019181,Расходная накладная 20000019181 от 23.02.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,5
23.02.2026 10:52:54,20000019129,Расходная накладная 20000019129 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,210
23.02.2026 10:52:54,20000019129,Расходная накладная 20000019129 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,200
23.02.2026 10:54:59,20000019092,Расходная накладная 20000019092 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,10
23.02.2026 10:54:59,20000019092,Расходная накладная 20000019092 от 23.02.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,10
23.02.2026 10:55:11,20000019189,Расходная накладная 20000019189 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,20
23.02.2026 10:55:11,20000019189,Расходная накладная 20000019189 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,150
23.02.2026 10:57:50,20000019157,Расходная накладная 20000019157 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,210
23.02.2026 10:57:50,20000019157,Расходная накладная 20000019157 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,200
23.02.2026 11:00:13,20000019185,Расходная накладная 20000019185 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,100
23.02.2026 11:13:29,20000019198,Расходная накладная 20000019198 от 23.02.2026,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,1
23.02.2026 11:18:34,20000019212,Расходная накладная 20000019212 от 23.02.2026,300200888_,"G105 Выкл. 1 кл 10А ""ARTGALLERY"" сталь GAL0911 (5)   ",шт,Алматы,1
23.02.2026 11:24:58,20000019200,Расходная накладная 20000019200 от 23.02.2026,030200219_, Распределительная коробка с/у для твердых стен 100х50 IP30 IMT35121 Systeme Electric (84),шт,Алматы,84
23.02.2026 11:24:58,20000019200,Расходная накладная 20000019200 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,1050
23.02.2026 11:24:58,20000019200,Расходная накладная 20000019200 от 23.02.2026,030200224_,Распределительная  коробка о/у  с сальниками 100х100х50 IP55 IMT35091 Systeme Electric (45),шт,Алматы,45
23.02.2026 11:24:58,20000019200,Расходная накладная 20000019200 от 23.02.2026,030200221_,Распределительная коробка с/у для полых стен г/к  80х45 IP20 IMT35160 Systeme Electric (120),шт,Алматы,120
23.02.2026 11:24:58,20000019200,Расходная накладная 20000019200 от 23.02.2026,030200222_,Распределительная коробка с/у для полых стен г/к 100х100х50 IP20 IMT35161 Systeme Electric (72),шт,Алматы,72
23.02.2026 11:26:38,20000019160,Расходная накладная 20000019160 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,35
23.02.2026 11:26:38,20000019160,Расходная накладная 20000019160 от 23.02.2026,300200324_,"S427 Роз  2-ная  о/у с з/к 16А 250В ИЗОЛ.ПЛ. ""BLANCA"" белый BLNRA010211 (48)",шт,Алматы,1
23.02.2026 11:45:55,20000019248,Расходная накладная 20000019248 от 23.02.2026,300200742_,К111 Выкл 1-кл о/у IP54 10А Atlas Profi 54 БЕЛЫЙ ATN540111 (12),шт,Алматы,2
23.02.2026 11:45:55,20000019248,Расходная накладная 20000019248 от 23.02.2026,300200744_,К113 Роз. з/к з/ш о/у IP54 16А 250В Atlas Profi 54 БЕЛЫЙ ATN540145 (12),шт,Алматы,1
23.02.2026 11:45:55,20000019248,Расходная накладная 20000019248 от 23.02.2026,300200752_,К121 Роз. 2-я з/к о/у IP54 16А Atlas Profi 54 АНТРАЦИТ ATN544026 (6),шт,Алматы,1
23.02.2026 11:45:55,20000019248,Расходная накладная 20000019248 от 23.02.2026,030200223_,Распределительная  коробка о/у  с сальниками  70х70х40 IP55 IMT35090 Systeme Electric (96),шт,Алматы,14
23.02.2026 12:00:07,20000019272,Расходная накладная 20000019272 от 23.02.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,20
23.02.2026 12:00:07,20000019272,Расходная накладная 20000019272 от 23.02.2026,300200304_,"S406 Рамка 2-ная ""ATLAS"" белый (30) ATN102",шт,Алматы,20
23.02.2026 12:05:12,20000019276,Расходная накладная 20000019276 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,10
23.02.2026 12:13:14,20000019292,Расходная накладная 20000019292 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,200
23.02.2026 12:26:43,20000019308,Расходная накладная 20000019308 от 23.02.2026,300200520_,"K001 Роз. с з/к 16А с/у б/рамки ""ATLAS"" СТАЛЬ ATN943 (5) ",шт,Алматы,155
23.02.2026 12:26:43,20000019308,Расходная накладная 20000019308 от 23.02.2026,300200526_,"K007 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" СТАЛЬ ATN983 (5) ",шт,Алматы,15
23.02.2026 12:26:43,20000019308,Расходная накладная 20000019308 от 23.02.2026,300200536_,"K017 Рамка 1-ная ""ATLAS"" СТАЛЬ ATN901 (5) ",шт,Алматы,56
23.02.2026 12:26:43,20000019308,Расходная накладная 20000019308 от 23.02.2026,300200539_,"K020 Рамка 4-ная ""ATLAS"" СТАЛЬ ATN904 (2) ",шт,Алматы,32
23.02.2026 12:37:49,20000019314,Расходная накладная 20000019314 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,15
23.02.2026 12:37:49,20000019314,Расходная накладная 20000019314 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,15
23.02.2026 12:41:55,20000019315,Расходная накладная 20000019315 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,24
23.02.2026 12:41:55,20000019315,Расходная накладная 20000019315 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,24
23.02.2026 12:43:54,20000019318,Расходная накладная 20000019318 от 23.02.2026,030200193_, Установочная коробка для полых стен г/к  65х45 IMT35150 Systeme Electric (210),шт,Алматы,1
23.02.2026 12:43:54,20000019318,Расходная накладная 20000019318 от 23.02.2026,300200319_,"S422 Выкл 1 кл  о/у 6А 250B ИЗОЛ.ПЛ. ""BLANCA""  белый BLNVA061011 (90)",шт,Алматы,5
23.02.2026 12:58:01,20000019327,Расходная накладная 20000019327 от 23.02.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,15
23.02.2026 13:06:42,20000019334,Расходная накладная 20000019334 от 23.02.2026,030200192_, Установочная коробка для твердых стен 65х45 IMT35100 Systeme Electric (200),шт,Алматы,50
23.02.2026 13:06:42,20000019334,Расходная накладная 20000019334 от 23.02.2026,030200201_, Установочная коробка для твердых стен 65х60 IMT35101 Systeme Electric (120),шт,Алматы,10
23.02.2026 13:11:21,20000019321,Расходная накладная 20000019321 от 23.02.2026,300200331_,"S3833 Выкл 1 кл 10А с/у б/рамки ""ATLAS"" белый (20) ATN111",шт,Алматы,8
23.02.2026 13:11:21,20000019321,Расходная накладная 20000019321 от 23.02.2026,300200333_,"S3866 Выкл 2 кл 10А механизм ""ATLAS"" белый ATN151 (20)",шт,Алматы,9
23.02.2026 13:11:21,20000019321,Расходная накладная 20000019321 от 23.02.2026,300200293_,"S390 Комп. роз. RJ45 5Е механизм б/рамки ""ATLAS"" белый ATN183 (10)",шт,Алматы,3
23.02.2026 13:11:21,20000019321,Расходная накладная 20000019321 от 23.02.2026,300200286_,"S398 Роз. с з/к 16А с/у б/рамки ""ATLAS"" белый ATN143 (20)",шт,Алматы,20
